HomeTeamNumber,OppTeamNumber,Record.W.HomeTeam,Record.L.HomeTeam,Wgame,Local,OT,Tm.Score,Opp.Score,1stD.Off,TotYd.Off,PassY.Off,RushY.Off,TO.Off,1stD.Def,TotYd.Def,PassY.Def,RushY.Def,TO.Def,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,Wild Card,Division,Conf. Champ.,Super Bowl,Thu,Sat,Sun,Mon
18,17,1,4,0,1,0,32,53,22,373,316,57,1,31,592,426,166,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,13,1,5,0,1,0,33,34,31,444,341,103,0,24,442,340,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,14,1,6,0,0,0,10,37,14,224,186,38,3,23,381,291,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,2,1,7,0,0,0,20,27,30,510,441,69,3,18,322,171,151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,12,2,7,1,1,0,26,9,24,317,174,143,1,18,310,258,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,25,3,7,1,1,0,29,3,20,349,295,54,0,17,347,270,77,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,28,3,8,0,0,0,22,35,22,337,280,57,2,20,446,313,133,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18,12,3,9,0,0,0,18,26,27,348,259,89,3,14,279,184,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18,25,4,9,1,0,0,40,20,22,461,302,159,0,27,345,245,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18,29,5,9,1,1,0,29,22,20,290,201,89,1,20,313,193,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18,8,6,9,1,0,0,24,12,28,518,383,135,2,17,288,173,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18,28,7,9,1,1,0,28,22,28,373,286,87,1,14,329,193,136,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20,4,1,0,1,0,0,32,27,22,436,313,123,0,15,398,370,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,18,1,1,0,1,0,20,24,18,286,237,49,3,19,367,310,57,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,26,1,2,0,0,0,24,27,22,373,246,127,2,16,287,201,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,5,2,2,1,1,0,34,27,24,336,160,176,0,31,491,414,77,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,19,3,2,1,0,0,31,6,17,265,181,84,1,9,128,61,67,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,21,3,3,0,1,0,20,38,19,400,292,108,3,26,447,325,122,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,30,3,4,0,1,0,10,37,16,283,168,115,4,23,402,213,189,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,3,4,4,1,1,0,31,13,21,371,153,218,1,16,253,155,98,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,10,5,4,1,0,0,22,14,26,373,227,146,0,10,164,102,62,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,7,5,5,0,0,0,10,17,21,255,174,81,1,19,298,224,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,2,5,6,0,0,0,9,17,23,344,238,106,5,14,348,174,174,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20,23,5,7,0,1,0,31,37,23,386,294,92,1,26,409,351,58,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20,31,6,7,1,0,0,23,17,27,418,300,118,1,11,255,182,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,4,7,7,1,1,0,37,27,27,415,258,157,1,19,352,251,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,30,8,7,1,0,0,17,9,23,431,313,118,0,16,311,257,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,31,9,7,1,1,0,34,17,25,400,279,121,0,19,397,275,122,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20,2,9,8,0,0,0,9,17,20,282,162,120,0,16,382,318,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,6,0,1,0,0,0,10,59,12,200,179,21,3,31,643,378,265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,7,0,2,0,0,0,0,43,11,184,142,42,4,27,379,255,124,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,30,0,3,0,1,0,6,31,17,283,211,72,1,28,476,241,235,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,11,0,4,0,0,0,10,30,13,233,161,72,1,24,390,311,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,4,0,5,0,0,0,16,17,21,271,187,84,2,13,311,166,145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,3,0,6,0,1,0,21,31,24,381,272,109,2,17,305,188,117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,15,0,7,0,1,0,14,27,16,230,170,60,4,21,394,236,158,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,19,1,7,1,0,0,26,18,22,316,266,50,0,17,321,238,83,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,24,2,7,1,1,0,16,12,13,229,159,70,2,19,300,191,109,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,3,2,8,0,0,0,20,37,19,303,280,23,1,22,424,256,168,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,22,2,9,0,1,0,24,41,22,284,192,92,2,30,467,320,147,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23,20,3,9,1,0,0,37,31,26,409,351,58,1,23,386,294,92,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23,19,3,10,0,1,0,21,22,22,362,240,122,1,22,374,262,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23,31,3,11,0,1,0,20,36,22,384,262,122,1,24,412,274,138,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23,27,4,11,1,0,0,38,35,29,502,406,96,1,25,430,371,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,7,5,11,1,1,0,27,24,26,389,326,63,0,18,352,217,135,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30,31,1,0,1,0,0,35,17,23,494,405,89,0,25,470,319,151,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,4,2,0,1,1,0,31,21,25,474,261,213,1,19,255,208,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,23,3,0,1,0,0,31,6,28,476,241,235,1,17,283,211,72,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,12,3,1,0,1,0,10,12,15,257,212,45,3,18,266,149,117,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,5,3,2,0,0,0,24,34,32,563,441,122,3,24,335,215,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,19,3,3,0,1,0,22,24,26,399,270,129,0,20,382,326,56,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,20,4,3,1,0,0,37,10,23,402,213,189,1,16,283,168,115,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,31,5,3,1,1,0,37,18,24,429,257,172,2,20,271,171,100,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,21,5,4,0,0,0,24,28,24,443,393,50,1,27,364,211,153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,26,6,4,1,1,0,35,27,26,509,434,75,1,19,312,191,121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,7,6,5,0,1,0,9,13,16,321,212,109,1,17,282,181,101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30,3,6,6,0,0,0,15,26,32,426,323,103,2,22,356,232,124,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,10,6,7,0,1,0,24,31,22,408,326,82,0,24,382,231,151,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30,14,7,7,1,0,0,44,21,25,475,212,263,0,23,289,267,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30,20,7,8,0,1,0,9,17,16,311,257,54,1,23,431,313,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,4,8,8,1,0,0,47,16,22,517,294,223,1,13,271,183,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24,11,0,1,0,1,0,24,30,22,376,173,203,0,25,435,310,125,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,16,1,1,1,1,0,19,17,21,288,121,167,2,18,243,119,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,18,2,1,1,0,0,27,24,29,379,300,79,0,25,397,304,93,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,9,2,2,0,0,0,24,31,22,346,265,81,2,21,377,189,188,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,1,3,2,1,1,0,19,13,25,331,151,180,1,18,324,288,36,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,17,4,2,1,0,0,30,23,23,383,321,62,1,21,391,291,100,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,32,5,2,1,0,0,15,13,19,318,191,127,1,21,279,166,113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,15,5,3,0,1,0,24,26,22,328,189,139,3,17,273,183,90,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,23,5,4,0,0,0,12,16,19,300,191,109,3,13,229,159,70,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,8,6,4,1,0,0,33,13,23,389,125,264,2,15,308,279,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,17,6,5,0,1,0,17,20,19,296,121,175,0,16,396,297,99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24,16,6,6,0,0,0,17,31,22,391,309,82,3,15,292,138,154,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24,28,6,7,0,1,0,35,38,16,309,243,66,1,29,542,467,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
24,12,6,8,0,1,0,7,34,16,205,159,46,0,27,424,307,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24,25,7,8,1,0,0,38,6,25,324,106,218,0,19,286,199,87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24,8,7,9,0,1,0,20,38,17,275,143,132,2,23,353,286,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11,24,1,0,1,0,0,30,24,25,435,310,125,2,22,376,173,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,26,1,1,0,1,0,10,13,21,424,287,137,2,19,339,245,94,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,17,1,2,0,0,0,20,27,22,366,293,73,1,20,376,337,39,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,23,2,2,1,1,0,30,10,24,390,311,79,0,13,233,161,72,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,32,2,3,0,0,0,13,20,19,246,211,35,3,15,350,159,191,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,15,2,4,0,0,0,17,24,23,348,316,32,3,18,256,132,124,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,16,2,5,0,1,0,20,23,24,365,326,39,1,22,403,306,97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,10,3,5,1,1,0,17,16,11,231,195,36,1,26,388,226,162,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,5,4,5,1,0,0,26,11,24,442,283,159,0,13,184,139,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,9,4,6,0,1,0,24,26,26,315,169,146,3,18,278,200,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,1,4,7,0,0,0,17,24,23,438,345,93,4,18,310,180,130,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,32,4,8,0,1,0,20,23,17,359,244,115,2,13,218,134,84,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11,8,5,8,1,1,0,45,10,27,525,330,195,0,15,252,164,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11,21,5,9,0,0,0,10,39,17,345,283,62,7,18,344,207,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11,9,5,10,0,0,0,17,24,21,284,265,19,0,19,366,267,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11,1,5,11,0,1,0,21,31,25,366,258,108,2,16,336,174,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13,26,0,0,0,0,0,27,27,21,387,275,112,1,23,477,361,116,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,6,0,1,0,1,0,17,23,15,349,329,20,0,26,440,258,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,25,0,2,0,0,0,20,38,21,248,127,121,2,21,413,240,173,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,2,0,3,0,0,0,10,27,20,321,206,115,1,21,340,225,115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,27,1,3,1,1,0,26,23,26,514,248,266,0,21,370,262,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,18,2,3,1,0,0,34,33,24,442,340,102,0,31,444,341,103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,31,3,3,1,1,0,27,21,18,245,89,156,0,21,263,156,107,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,12,3,4,0,1,0,9,31,10,237,197,40,0,28,510,373,137,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,29,3,5,0,0,0,25,28,19,357,204,153,0,21,411,310,101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13,28,3,6,0,1,0,27,30,20,417,342,75,2,26,457,339,118,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,29,3,7,0,1,0,26,36,21,266,131,135,2,26,442,408,34,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,14,3,8,0,0,0,7,34,13,198,124,74,1,27,549,417,132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13,15,3,9,0,0,0,17,23,17,236,165,71,3,20,275,135,140,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13,22,4,9,1,0,0,38,24,26,445,219,226,1,25,393,241,152,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13,2,5,9,1,1,0,27,13,21,412,159,253,0,13,224,133,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
13,14,5,10,0,1,0,24,31,22,393,322,71,5,25,424,311,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,8,1,0,1,1,0,40,26,24,491,378,113,0,18,428,347,81,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,9,2,0,1,1,0,28,10,24,467,436,31,1,19,307,178,129,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,6,3,0,1,0,0,33,28,27,503,363,140,0,29,452,249,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,26,4,0,1,1,0,34,30,29,438,315,123,3,29,447,261,186,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,24,4,1,0,0,0,13,19,18,324,288,36,1,25,331,151,180,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,17,4,2,0,0,0,24,31,20,309,256,53,2,35,472,280,192,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,32,5,2,1,1,0,30,6,14,271,191,80,0,15,205,134,71,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5,5,3,0,0,0,24,31,21,337,249,88,1,21,374,256,118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,21,6,3,1,0,0,26,23,17,377,230,147,1,17,308,212,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,16,6,4,0,1,0,32,35,28,530,433,97,1,19,371,146,225,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,11,7,4,1,1,0,24,17,18,310,180,130,1,23,438,345,93,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,9,8,4,1,0,0,40,9,22,259,163,96,0,19,332,210,122,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,7,9,4,1,1,0,23,16,20,346,271,75,2,17,278,184,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,32,10,4,1,0,0,23,3,27,419,327,92,1,15,251,199,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,10,11,4,1,1,0,26,3,25,350,244,106,0,18,234,133,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,11,12,4,1,0,0,31,21,16,336,174,162,1,25,366,258,108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,17,13,4,1,0,0,51,31,29,434,316,118,1,23,442,348,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,16,14,4,1,0,0,35,24,27,404,292,112,0,20,295,210,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,29,15,4,1,1,0,31,20,26,397,268,129,2,21,351,210,141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,29,0,1,0,0,0,17,31,21,295,174,121,4,17,256,158,98,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,25,1,1,1,1,0,20,14,16,289,189,100,0,20,352,313,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,31,1,2,0,0,0,31,32,24,499,355,144,1,17,384,312,72,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,14,2,2,1,1,0,55,40,27,464,376,88,1,36,518,490,28,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,12,2,3,0,1,0,24,31,19,252,158,94,0,25,457,345,112,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,25,2,4,0,0,0,26,37,23,407,365,42,7,17,268,209,59,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,16,2,5,0,1,0,23,27,23,389,283,106,4,16,246,174,72,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,2,2,6,0,1,0,34,40,29,418,319,99,1,31,492,347,145,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,13,3,6,1,0,0,30,27,26,457,339,118,3,20,417,342,75,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,12,3,7,0,0,0,17,34,21,334,298,36,4,21,328,219,109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,18,4,7,1,1,0,35,22,20,446,313,133,2,22,337,280,57,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
28,8,5,7,1,1,0,28,11,19,315,241,74,1,14,242,193,49,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
28,24,6,7,1,0,0,38,35,29,542,467,75,4,16,309,243,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
28,26,7,7,1,1,0,38,17,23,495,446,49,1,16,295,250,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
28,17,7,8,0,0,0,20,23,19,435,329,106,5,15,229,161,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28,18,7,9,0,0,0,22,28,14,329,193,136,3,28,373,286,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22,16,0,1,0,0,0,13,43,19,346,244,102,3,21,339,216,123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,19,1,1,1,1,0,23,3,16,375,305,70,1,13,262,169,93,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,14,1,2,0,0,0,13,20,18,270,175,95,1,20,344,254,90,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,6,2,2,1,1,0,40,25,22,530,337,193,1,24,395,222,173,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,29,2,3,0,1,0,3,31,9,180,78,102,4,22,446,171,275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,2,2,4,0,0,0,28,32,21,406,249,157,4,29,454,284,170,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,7,2,5,0,1,0,13,27,15,310,151,159,3,19,318,239,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,32,2,6,0,1,0,19,24,21,351,261,90,0,13,302,175,127,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,3,3,6,1,0,0,19,16,24,368,221,147,0,20,344,260,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,15,4,6,1,0,0,21,7,17,293,189,104,0,18,236,178,58,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,23,5,6,1,0,0,41,24,30,467,320,147,1,22,284,192,92,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
22,15,5,7,0,1,0,13,20,19,279,173,106,2,18,323,199,124,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
